eng,xho,source
"Consideration of Report of Portfolio Committee on Transport on Airports Company Amendment Bill [B 5B – 2018] (Announcements, Tablings and Committee Reports, 18 February 2020, p 7).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoThutho yoMthetho-sihlomelo oYilwayo weNkampani yeziKhululo zeeNqwelo-moya [B 5B – 2018] - (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 18 kweyoMdumba 2020, iphepha 7).",February
Second Reading debate – Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Minister of Transport).,Ukufundwa kweNgxoxo-mpikiswano yeSibini – uMthetho-sihlomelo oYilwayo weNkampani yeziKhululo zeeNqwelo-moya [B 5B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – (uMphathiswa wezoThutho).,February
"Consideration of Border Management Authority Bill [B 9D – 2016] (National Assembly – sec 75) and of Report of Portfolio Committee on Home Affairs on amendments proposed by National Council of Provinces (Announcements, Tablings and Committee Reports, 19 February 2020, p 4).","Ukuqwalaselwa koMthetho oYilwayo weQumrhu loLawulo lweMida [B 9D – 2016] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75) – kunye neNgxelo yeKomiti yeMicimbi yeSebe leMicimbi yezeKhaya kwizihlomelo ezicetyisiweyo liBhunga leSizwe laMaphondo (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 19 kweyoMdumba 2020, iphepha 4).",February
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe leMfundo esiSiseko kweziPhakamiso ezisuka kwiLifa leMveli laBantu bamaGriqua ezingokusilela kweZikolo zamaBanga aPhantsi (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 11 kweyoMdumba 2020, iphepha 5).",February
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2019/20 Mid- Year Performance (Announcements, Tablings and Committee Reports, 9 December 2019, p 30).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina eDibeneyo engoLawulo lweziMali zePalamente engoMsebenzi wesiQingatha soNyaka wowama-2019/20 wePalamente yeRiphabhliki yoMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 9 kweyoMnga 2019, iphepha 30).",February
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina eDibeneyo engoLawulo lweziMali zePalamente engoMsebenzi weKota yokuQala yowama-2019/20 wePalamente yeRiphabhliki yoMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 9 kweyoMnga 2019, iphepha 20).",February
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina eDibeneyo engoLawulo lweziMali zePalamente yeNgxelo yoNyaka yowama-2018/19 yePalamente yeRiphabhliki yoMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 9 kweyoMnga 2019, iphepha 5).",February
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on Colloquium on funding of post-school education and training sector (Announcements, Tablings and Committee Reports, 5 December 2019, p 74).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi nobuChwepheshe kwiNdibano yenkxaso-mali kwicandelo lemfundo yamabanga aphakamileyo noqeqesho (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 74).",February
"Consideration of Request for Approval by Parliament of Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa in terms of section 231(2) of Constitution, 1996 (Report of Portfolio Committee on Higher Education, Science and Technology, see Announcements, Tablings and Committee Reports, 5 December 2019, p 73).","Ukuqwalaselwa kweSicelo sokuVunywa yiPalamente kwesiVumelwano phakathi kukaRhulumente weRiphabhliki yoMzantsi Afrika kunye ne-International Centre for Genetic Engineering and Biotechnology (ICGEB) malunga nokusekwa kweCandelo  le-International Centre for Genetic Engineering and Biotechnology (ICGEB) kwiRiphabhliki yoMzantsi Afrika ngokwecandelo 231(2) loMgaqo-siseko, we-1996 (iNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi nobuChwepheshe, funda Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 73).",February
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi nobuChwepheshe yengxelo engoMsebenzi weKota yokuQala yezeMali nokuhanjiswa kweenkonzo liSebe lezeMfundo ePhakamileyo noQeqesho (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 64).",February
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on National Student Financial Aid Scheme 2018/19 financial and service delivery performance (Announcements, Tablings and Committee Reports, 5 December 2019, p 52).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi nobuChwepheshe yomsebenzi weSikimu seSizwe soNcedo ngezeMali sikaZwelonke 2018/19 yezemali kunye nokuhanjiswa kwenkonzo (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 52).",February
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi nobuChwepheshe yeeNgxelo zoNyaka-mali wama-2018/19 zeNgowama-mali yeSizwe yeZakhono kunye nooGunyaziwe bamaCandelo ezeMfundo noQeqesho (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 24).",February
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoRhwebo noShishino engoMsebenzi wezeziMali nongengowaMali weKota yeSibini yonyaka-mali wowama-2019/20 weSebe lezoRhwebo noShishino kunye nelezoPhuhliso lwezoQoqosho (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 4).",February
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina yoMphicothi-zincwadi- Jikelele malunga neNgxelo yoNyaka eHlangeneyo yoMphicothi-zincwadi-Jikelele kunyaka-mali wowama-2018/19 (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 4 kweyoMnga 2019, iphepha 3).",February
APPENDIXES,IZIHLOMELO,February
PETITIONS REFERRED TO COMMITTEES,AMAXWEBHU EZIKHALAZO ATHUNYELWE KWIIKOMITI,February
"Petition from the residents of Germiston, Ekurhuleni metropolitan municipality calling on the Assembly to investigate the numerous power outages (Mr M Waters) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali baseGermiston, umasipala ombaxa wase-Ekurhuleni ucela iNdlu ukuba iphande ukucima rhoqo kombane (uMnu M Waters) – (iKomiti yeMicimbi yeSebe leNtsebenziswano kuLawulo neMicimbi yeMveli – iNdlu yoWiso-mthetho yeSizwe).",February
"Petition from the residents of Boksburg, Ekurhuleni metropolitan municipality, calling on the Assembly to investigate the numerous power outages (Mr M Waters) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali baseBoksburg, umasipala ombaxa wase-Ekurhuleni ucela iNdlu ukuba iphande ukucima rhoqo kombane (uMnu M Waters) – (iKomiti yeMicimbi yeSebe leNtsebenziswano kuLawulo neMicimbi yeMveli – iNdlu yoWiso-mthetho yeSizwe).",February
"Petition from the residents of Kempton Park, calling on the Assembly to investigate chronic inadequate visible policing and shortage of vehicles at the Kempton Park police station (Mr M Waters) – (Portfolio Committee on Police – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali baseKempton Park, apho bacela iNdlu ukuba iphande ingxaki enkulu ethe gqolo yokungabonakali kwamapolisa ekuhlaleni kunye nokunqongophala kwezithuthi zamapolisa kwisikhululo samapolisa saseKempton Park (uMnu M Waters) – (iKomiti yeMicimbi yeSebe lezaMapolisa– iNdlu yoWiso-mthetho yeSizwe).",February
"Petition from the residents of Alberton, calling on the Assembly to investigate public participation and legislative compliance in the proposed housing development in Alberton (Mr D Bergman) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali base-Alberton, apho bacela iNdlu iphande ukuba ingaba abantu bayithathile na inxaxheba kwaye eli phulo lokwakhiwa kwezindlu e-Alberton licetywayo lisemthethweni kusini na (uMnu D Bergman) – (iKomiti yeMicimbi yeSebe leNtsebenziswano kuLawulo neMicimbi yeMveli – iNdlu yoWiso-mthetho yeSizwe).",February
"Petition from the residents of Wattville, Benoni calling on the Assembly to address the escalation of crime, including gender-based violence and violence against children, and the need for a police station in their area (Ms H Ismail) – (Portfolio Committee on Police – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali baseWattville, eBenoni apho bacela iNdlu yoWiso-mthetho ukuba ishukuxe umba wokukhula kolwaphulo-mthetho, oluquka ubundlobongela obusekelwe kwisini kunye nobundlobongela kubantwana, futhi nesidingo sesikhululo samapolisa kwindawo yabo (uMnu H Ismail) – (iKomiti yeMicimbi yeSebe lezaMapolisa – iNdlu yoWiso-mthetho yeSizwe).",February
"Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high crime rate and drugs, the provision of police kiosks and police vehicles in their area (Ms H Ismail) – (Portfolio Committee on Police – National Assembly).","Uxwebhu lwezikhalazo elivela kubahlali base-Actonville, eBenoni, apho bacela iNdlu yoWiso-mthetho ukuba iphande iqondo eliphezulu lolwaphulo-mthetho kunye neziyobisi, ukubonelela ngeevenkilana kwizikhululo zamapolisa kunye neenqwelo zamapolisa kwindawo yabo (uMnu H Ismail) – (iKomiti yeMicimbi yeSebe lezaMapolisa – iNdlu yoWidso-mthetho yeSizwe).",February
