eng,nso,source
Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75).,Molaokakanywa wa Tšhireletšo ya Tshedimošo ya Mmušo [B 6H – 2010] (Ngwako wa Bosetšhaba – kar ya 75).,September
Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Ditšweletšwa tša Bjala [B 10B – 2016] (Ngwako wa Bosetšhaba – kar ya 75).,September
Performers’ Protection Amendment Bill [B24B - 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Tšhireletšo ya Baphethagatši [B24B - 2016] ((Ngwako wa Bosetšhaba – kar   ya 75).,September
Copyright Amendment Bill [B13B - 2017] (National Assembly – sec 75).,Molaokakanywaphetošo wa Khophiraethe [B13B - 2017] (Ngwako wa Bosetšhaba – kar ya75).,September
"BILLS, SUBJECT TO PROPOSED AMENDMENTS, PASSED BY NATIONAL COUNCIL OF PROVINCES AND RETURNED TO NATIONAL ASSEMBLY FOR CONCURRENCE","MELAOKAKANYWA YEO, GO YA KA DIPHETOGO TŠEO DI ŠIŠINTŠWEGO, E FETIŠITŠWEGO KE LEKGOTLA LA BOSETŠHABA LA DIPROFENSE GOMME YA BUŠETŠWA GO NGWAKO WA BOSETŠHABA MORERONG WA TUMELELANO",September
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]).,Molaokanywa wa Bosenyi bja Inthanete [B 6B – 2017] (Ngwako wa Bosetšhaba – kar ya 75) (o tsebagaditšwe bjalo ka Molaokakanywa wa Bosenyi bja Inthanete le Tšhireletšo ya Inthanete [B 6 – 2017]).,September
BILLS PASSED BY NATIONAL ASSEMBLY AND TRANSMITTED TO NATIONAL COUNCIL OF PROVINCES FOR CONCURRENCE,MELAOKAKANYWA YEO E FETIŠITŠWEGO KE NGWAKO WA BOSETŠHABA GOMME YA FETIŠETŠWA GO LEKGOTLA LA BOSETŠHABA LA DIPROFENSE MORERONG WA TUMELELANO,September
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76).,Molaokakanywa wa Dikgorotsheko tša Setšo [B 1B – 2017] (Ngwako wa Bosetšhaba – kar   ya 76).,September
Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75).,Molaokakanywaphetošo wa Dikhamphani tša Boemafofane [B 5B – 2018] (Ngwako wa Bosetšhaba – kar ya 75).,September
Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75).,Molaokakanywaphetošo wa Khamphani ya Sephethephethe sa Moyeng le Ditirelo tša Dinyakišio tša Ditsela [B 6B – 2018] (Ngwako wa Bosetšhaba – kar ya 75).,September
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Thušo ya tša Leago [B 8B - 2018] (Ngwako wa Bosetšhaba – kar ya 76).,September
Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Mmušo wa Selegae: Ditho tša Mmasepala [B 19B – 2018] (Ngwako wa Bosetšhaba – kar ya 76).,September
National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Go Kempola ga Bosetšhaba [B 27B – 2018] (Ngwako wa Bosetšhaba – kar ya 76).,September
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76).,Molaokakanywaphetošo wa Kamogelo ya Manyalo a Setšo [B 12 - 2019] (Ngwako wa Bosetšhaba – kar 76).,September
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75).,Molaokaknywaphetošo wa Merero ya tša Toka [B 13B - 2019] (Ngwako wa Bosetšhaba – kar ya 75).,September
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75).,Molaokakanywaphetošo wa Tšhupetšo ya Merero ya Setšhaba le ya Bosenyi (Melato ya tša Thobalano [B 22B - 2019] (Ngwako wa Bosetšhaba – kar ya 75).,September
Disaster Management Tax Relief Bill [B 11B – 2020] (National Assembly – sec 77).,Molaokakanywa wa Kimollo ya Lekgetho la Taolo ya Masetlapelo [B 11 – 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 77).,September
Disaster Management Tax Relief Administration Bill [B 12B – 2020] (National Assembly – sec 75).,Molaokanywa wa Tshepetšo ya Kimollo ya Lekgetho la Taolo ya Masetlapelo [B 12B - 2020] (Ngwako wa Bosetšhaba – kar ya 75).,September
INTERNATIONAL AGREEMENTS,DIKWANO TŠA BODITŠHABATŠHABA,September
"Ratification of the Agreement between the Government of the Republic of India, the Government of the Federative Republic of Brazil and the Government of the Republic of South Africa on the IBSA Fund for the Alleviation of Poverty and Hunger (signed 17 October 2017) (Tabled on 18 October 2019) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 22 October 2019) (NCOP: Referred to Select Committee on Security and Justice on 24 October 2019).","Tiišetšo ya Tumelelano magareng ga Mmušo wa Rephabliki ya India, Mmušo wa Rephabliki ya Feterale ya Brazil le Mmušo wa Rephabliki ya Afrika Borwa ka ga Sekhwama sa IBSA sa Phetšišo ya Bohloki le Tlala (yeo e saennwego 17 Oktobere 2017) (Ya alwa tafoleng 18 Oktobere 2019). (NA: E fetišeditšwe go Komiti ya Phothefolio ya Dikamano tša Boditšhabatšba le Tšhomišanommogo ya Boditšhabatšhaba ka la 22 Oktobere 2019) (NCOP: E šupeditšwe go Komiti ye e Kgethilwego ya tša Tšhireletšo le Toka ka 24 Oktobere2019).",September
Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (EURATOM) for Co-operation in the Peaceful Uses of Nuclear Energy (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Mineral Resources and Energy on 18 November 2019).,Kwano magareng ga Mmušo wa Rephabliki ya Afrika Borwa le Setšhaba sa Enetši ya Athomi ya Yuropa (EURATOM) go Hlola Tirišano Tirišong ya Enetši ya Nyuklea ka Khutšo (E adilwe ka 14 Nofemere 2019). (NA: E fetišeditšwe go Komiti ya Phothefolio ya Didirišwa tša Dimirale le Enetši ka la 18 Nofemere 2019).,September
African Charter on Statistics (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Public Service and Administration on 9 March 2020).,Tšhatha ya Afrika ya Dipalopalo (E adilwe ka la 5 Matšhe 2020) (NA: E fetišeditšwe go Komiti ya Phothefolio ya Taolo le Ditirelo tša Setšhaba ka la 9 Matšhe 2020).,September
Treaty of Amity and Cooperation (TAC) in South East Asia (Tabled on 18 March 2020) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 26 March 2020 – reported on 11 June 2020 – approved on 17 June 2020)(NCOP: Referred to Select Committee on Security and Justice on 29 June 2020 – reported on 29 July 2020).,Kwano ya Dikamano tša Segwera le Tirišano (TAC) go la Borwa Bohlabela bja Asia (E adilwe tafoleng ka la 18 Matšhe 2020) (NA: O išitšwe go Komiti ya Phothefolio ya Dikamano tša Boditšhabatšhaba le Tirišano ka la 26 Matšhe 2020 – e begilwe ka 11 June 2020 - e fetišitšwe ka 17 June 2020) (NCOP: E fetišeditšwe go Komiti yeo e Ikgethilego ya Tšhireletšo le Toka ka di 29 June 2020 – e begilwe ka di 29 Julae 2020).,September
QUESTIONS:,DIPOTŠIŠO:,September
Cluster 2: Social Services.,Sehlopha sa 2: Ditirelo tša Setšhaba.,September
FURTHER BUSINESS,TŠWETŠOPELE YA MORERO,September
ORDERS OF THE DAY:,TSHEPETŠO YA LETŠATŠI:,September
"Consideration of Request for Permission in terms of Rule 286(4)(c) to inquire into amending other provisions of Civil Aviation Act, 2009 (Act No 13 of 2009) (Interim Report of Portfolio Committee on Transport on Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75), see Announcements, Tablings and Committee Reports, 1 September 2020, p 4).","Keleletšo ya Kgopelo ya Tumelelo go ya ka Molawana wa 286(4)(c) go nyakišiša ka ga go fetoša dikabelo tše dingwe tša Molao wa Dinamelwa tša Moyeng go kaonafatša, wa 2009 (Molao wa 13 wa 2009) (Pego ya Motšwaoswere ya Komiti ya Phothefolio ya Dinamelwa ka Molaokakanywaphetošo wa Dinamelwa tša Moyeng [B 44 – 2018] (Ngwako wa Bosetšhaba – kar ya 75), bona Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 1 Setemere 2020, letl 4).",September
"Consideration of Report of Portfolio Committee on Transport on Oversight visit to assess state of readiness of various modes of transport and their attendant facilities in line with implementation of Level 3 Regulations of Covid-19 Lockdown (Announcements, Tablings and Committee Reports, 27 August 2020, p 3).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dinamelwa ka Ketelo ya tekodišišo go lekola maemo a go lokela tsela a mehutahuta ya dinamelwa le dikgonagatši gore a sepelelana le Legato 3 ya Melao ya Covid-19 ya Kiletšo ya Mesepelo (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 27 Agostose 2020, letl 3).",September
"Consideration of Report of Portfolio Committee on Mineral Resources and Energy on Engagements with regards to Lilly Mine (Announcements, Tablings and Committee Reports, 26 August 2020, p 14).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Didirišwa tša Diminerale le Enetši ka Dipoledišano mabapi le Moepo wa Lilly (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 Agostose 2020, letl 14).",September
"Consideration of Report of Portfolio Committee on Mineral Resources and Energy on Engagements with regards to Optimum Mine (Announcements, Tablings and Committee Reports, 26 August 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Didirišwa tša Diminerale le Enetši ka Dipoledišano mabapi le Moepo wa Optimum (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 Agostose 2020, letl 4).",September
"Consideration of Report of Portfolio Committee on Transport on Road Accident Benefit Scheme Bill [B 17B – 2017] (Announcements, Tablings and Committee Reports, 21 August 2020, p 15).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dinamelwa ka ga Molaokakanywa wa Sekema sa Dikotsi tša Tseleng [B 17B – 2017] (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 21 Agostose 2020, letl 15).",September
Second Reading – Road Accident Benefit Scheme Bill [B 17B – 2017] (National Assembly – sec 75) – (Minister of Transport).,Palo ya Bobedi – Molaokakanywa wa Sekema sa Dikotsi tša Tseleng [B 17B – 2017] (Ngwako wa Bosetšhaba - karolo ya 75) – (Tona ya tša Dinamelwa).,September
"Consideration of Report of Portfolio Committee on Transport on 2019/20 Fourth quarter expenditure of Department of Transport (Announcements, Tablings and Committee Reports, 20 August 2020, p 26).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dinamelwa ka ga Ditshenyagalelo tša Kotara ya Bone ya 2019/20 ya Kgoro ya tša Dinamelwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 20 Agostose 2020, letl 26).",September
"Consideration of Report of Portfolio Committee on Public Service and Administration on Fourth quarter performance of 2019/20 financial year: Department Public Service and Administration, entities and Public Service Commission (Announcements, Tablings and Committee Reports, 20 August 2020, p 16).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga Keleletšo ya kotara ya phethagatšo ya bone ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Ditirelo tša Setšhaba le Taolo, Dihlongwa le Khomišene ya Ditirelo tša Setšhaba (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 20 Agostose 2020, letl 16).",September
"Consideration of Report of Portfolio Committee on Public Service and Administration on Fourth quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 20 August 2020, p 10).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga Keleletšo ya kotara ya phethagatšo ya bone ya ngwaga wa ditšhelete wa 2019/20: Dipalopalo tša Afrika Borwa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 20 Agostose 2020, letl 10).",September
"Consideration of Report of Portfolio Committee on Public Service and Administration on Fourth quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 20 August 2020, p 2).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Ditirelo tša Setšhaba le Taolo ka ga Keleletšo ya kotara ya phethagatšo ya bone ya ngwaga wa ditšhelete wa 2019/20: Kgoro ya Togamano, Tlhokomedišišo le Tshekatsheko le Brand South Africa (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti s, 20 Agostose 2020, letl 2).",September
"Consideration of Report of Portfolio Committee on Public Enterprises on Petition from the residents of Jamestown, Stellenbosch, calling on the Assembly to investigate the transfer, by Eskom, of management powers over the electricity network in Jamestown to Stellenbosch municipality (submitted by Dr L Shreiber, MP)  (Announcements, Tablings and Committee Reports, 19 August 2020, p 8).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikgwebo tša Mmušo ka ga Phetišene go tšwa go badudi ba Jamestown, go la Stellenbosch, ba dira boipiletšo go Kopano gore e nyakišiše ka phetišetšo ya taolo ya maatla a motlagase ka Eskom go neteweke ya motlagase go Jamestown go ya go mmasepala wa Stellenbosch (e hlagišitšwe ke Ngaka L Shreiber, LP) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 Agostose 2020, letl 8).",September
"Consideration of Report of Portfolio Committee on Women, Youth and Persons with Disabilities on Draft Notice on Determination of Remuneration of Independent Constitutional Institutions (Announcements, Tablings and Committee Reports, 19 August 2020, p 6).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Basadi, Baswa le Batho bao ba Itekanelago ka ga Tšhišinyo-Kakanywa mabapi le Putseletšo le Metheo ya Semolaotheo yeo Ikemetšego ka noši (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 19 Agostose 2020, letl 6).",September
"Consideration of Report of Portfolio Committee on Women, Youth and Persons with Disabilities on Filling of vacancies on National Youth Development Agency (NYDA) Board (Announcements, Tablings and Committee Reports, 6 August 2020, p 4).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Basadi, Baswa le Batho bao ba Itekanelago ka go Tlatša dikgoba tša Poto ya Etšentshi ya Bosetšhaba ya Tlhabollo ya Baswa (NYDA) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 6 Agostose 2020, letl 4).",September
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on 4th Quarter 2019/20 expenditure performance of Department of International Relations and Cooperation and African Renaissance and International Cooperation Fund (Announcements, Tablings and Committee Reports, 17 July 2020, p 173).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Dikamano tša Boditšhabatšhaba le Tirišano ka Phethagatšo ya ditshenyagalelo tša Kotara ya bo4 2019/20 ya Kgoro ya Dikamano tša Boditšhabatšhaba le Tirišano le Renaisense ya Afrika le Sekhwama sa Dikamano tša Boditšhabatšhaba le Tirišano (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 17 Julae 2020, letl 173).",September
"Consideration of Report of Portfolio Committee on Public Works and Infrastructure on 2019/20 Fourth quarter performance of Department of Public Works and Infrastructure and Property Management Trading Entity (Announcements, Tablings and Committee Reports, 15 July 2020, p 141).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Mešomo ya Setšhaba le Mafarahlahla ka Phethagatšo ya Kotara ya Bone ya 2019/20 ya Kgoro ya Mešomo ya Setšhaba le Mafarahlahla le Sehlongwa sa Taolo ya Dithoto (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 15 Julae 2020, letl 141).",September
"Consideration of Report of Portfolio Committee on Police on Unsolicited petition on Re-enlistment of former Police forum members into Police Service (Mr M Qongqo) (Announcements, Tablings and Committee Reports, 26 June 2020, p 20).","Keleletšo ya Pego ya Komiti ya Phothefolio ya Maphodisa ka ga Phethišene yeo e sego ya fiwa ka go ngwala Lenaneo gape la maloko a pele a foramo ya Maphodisa ka go Ditirelo tša maphodisa (Mna M Qongqo) (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 26 June 2020, letl 20).",September
